Gender,ViafId,FirstName,Profession,Biography,Languages,BirthDate,Birthplace
1,,178,38,539,8,1635,711
1,10193310.0,206,119,572,8,618,259
1,30456327.0,463,241,1173,13,786,543
1,70118358.0,294,167,123,7,83,563
1,,158,206,948,8,607,264
1,,54,183,790,13,909,468
1,76587584.0,268,183,803,8,1025,518
1,66632058.0,281,183,458,8,326,680
1,120786175.0,271,76,401,13,140,680
1,,559,209,1296,13,2226,442
1,28559199.0,439,139,649,8,1964,680
1,,88,159,1189,13,1761,681
1,37785001.0,61,241,1165,13,1126,435
1,,365,38,506,8,1609,108
1,,365,206,948,13,584,382
1,96397468.0,215,30,223,13,245,580
1,117232933.0,135,119,583,8,909,109
1,90236466.0,219,183,860,8,2072,680
1,,113,15,206,13,1316,62
1,,38,250,1134,13,1363,680
1,,38,8,1296,13,361,573
1,259091818.0,94,206,477,8,860,680
1,,219,206,948,13,687,39
1,89341045.0,281,90,432,8,1157,680
1,76441518.0,18,34,1375,8,968,680
1,103836642.0,508,51,338,8,1023,214
1,96314685.0,94,183,748,13,815,556
0,78470212.0,277,206,1133,13,560,384
1,96133311.0,245,183,751,13,30,29
1,68108397.0,417,206,948,8,1176,2
1,24718739.0,244,171,334,8,387,134
1,,291,1,1296,13,2226,442
1,44539300.0,365,38,537,8,2163,214
1,31988029.0,219,93,438,8,757,680
1,,281,8,1434,13,375,680
1,,172,206,948,8,1532,267
1,,219,206,1514,13,96,680
1,300419128.0,474,159,1296,8,983,680
1,,175,136,633,13,989,680
1,5.615734077560992e+19,463,263,146,8,195,680
1,304914245.0,561,206,1049,8,408,252
1,,365,206,948,13,370,680
1,,25,8,1307,13,293,561
1,,429,8,598,13,1442,590
1,,461,132,602,8,1991,680
1,90721065.0,154,88,1029,8,1759,118
1,,298,146,1296,6,439,426
1,165928616.0,181,115,564,8,1085,16
1,79044471.0,393,143,660,8,2111,680
1,,429,8,1296,13,173,680
1,,47,151,1351,13,166,632
1,308189622.0,271,136,635,13,285,235
1,90214755.0,191,206,1015,8,1203,235
1,,18,98,343,13,737,259
1,69875941.0,456,183,863,8,1237,680
1,261579988.0,274,8,1142,13,176,697
1,77093731.0,264,133,621,8,1063,94
1,307395137.0,264,132,602,8,1313,259
1,,271,206,948,13,384,440
1,90364193.0,38,151,682,8,678,488
1,5315625.0,356,221,1286,13,2226,31
1,,561,157,542,13,976,680
1,,94,136,631,8,1370,733
1,,449,107,490,8,1390,435
1,,230,8,1296,13,72,680
1,,14,159,542,8,1323,98
1,,215,206,1296,13,118,680
1,307357660.0,482,163,57,13,752,652
1,,58,3,1296,5,1923,461
1,,456,76,724,8,2116,680
1,88925294.0,234,254,1202,8,853,680
1,34447363.0,75,119,573,13,999,680
1,,365,36,565,8,1438,680
1,119605108.0,94,34,1296,8,1267,113
1,89353405.0,454,7,1084,8,1131,386
1,,204,201,1513,13,1040,435
1,,365,8,1296,13,393,551
1,,429,8,1296,13,2226,680
1,,291,1,1296,8,2226,442
1,242156339.0,283,95,454,8,1538,259
0,191480207.0,111,183,840,8,1824,680
0,68955794.0,43,119,568,8,2119,680
1,,219,38,22,13,1264,161
1,28961581.0,465,264,1232,13,18,384
1,,244,38,291,8,1745,680
1,89368195.0,219,273,1245,8,548,384
1,54395451.0,485,180,1296,13,937,257
1,86083341.0,273,241,1449,8,262,680
1,74240281.0,309,263,1227,8,930,473
1,,190,38,272,8,1403,697
1,89102629.0,463,206,1042,8,443,437
1,211761890.0,403,22,710,8,1440,499
1,,281,206,1514,13,424,680
1,101607682.0,64,196,900,8,2106,680
1,90218082.0,215,206,948,8,615,532
0,,43,185,1296,8,1905,680
1,54901158.0,319,1,1330,23,389,297
1,76541418.0,94,139,650,8,1971,680
1,79414634.0,444,183,841,8,1849,680
0,,74,183,799,13,1001,680
1,,23,38,515,8,1703,373
1,,38,159,1296,13,698,16
1,57396472.0,324,192,50,7,746,100
1,310508410.0,281,199,1427,13,236,573
1,,462,206,110,6,235,50
1,41847586.0,222,206,591,8,1737,556
1,,324,158,118,6,359,680
1,22229483.0,88,193,889,8,1727,23
1,1.3731557087132223e+21,94,206,422,8,1174,450
1,89926254.0,206,183,866,13,769,384
1,1.0581592345957032e+21,271,25,210,8,1715,476
1,,527,13,185,13,927,615
1,89277912.0,555,203,1431,13,289,242
0,,549,132,201,8,2165,680
1,21439922.0,281,76,1465,13,713,235
1,6.861147270615136e+21,175,95,445,13,855,700
1,70002157.0,463,159,1188,13,131,71
1,5.736148947871354e+21,555,136,632,8,516,464
1,,235,108,551,13,565,510
1,1.231535966141519e+20,94,208,1296,8,1960,130
1,89394380.0,365,273,147,8,300,319
1,,219,250,1134,8,1653,234
1,90394453.0,33,199,1145,13,857,461
1,,514,132,1296,13,721,421
1,81594015.0,145,183,748,13,23,198
1,13715438.0,117,33,76,8,94,680
1,,122,273,1277,8,2216,680
1,,117,206,110,6,477,24
0,,86,206,1473,13,21,146
0,102460003.0,390,147,1035,8,2084,185
1,252609265.0,219,208,1074,13,1057,503
1,62472036.0,273,241,253,13,239,173
1,258856007.0,281,136,631,13,353,235
1,19958814.0,474,76,386,8,200,269
1,19702823.0,2,7,132,8,1955,419
0,,345,12,1296,8,2178,680
1,43315362.0,481,30,230,13,933,277
0,4.436154260868824e+21,367,177,1539,8,529,389
1,169054539.0,94,105,1150,8,1810,680
1,,281,8,1538,8,1950,252
1,,281,8,1435,13,372,697
1,257759414.0,280,90,427,8,1312,235
1,172187899.0,463,30,5,13,253,349
1,41708994.0,212,273,1296,8,1908,291
1,6.01914941676599e+21,14,198,1296,8,1207,680
1,311431884.0,389,105,1296,13,1005,335
1,,449,185,1538,8,1643,123
1,71789789.0,559,97,467,13,630,495
1,89599719.0,21,13,1269,13,1155,680
1,93113957.0,68,34,1475,8,1701,190
1,79026545.0,55,192,1304,9,29,59
1,90302088.0,31,103,1177,8,1321,75
1,,94,158,1296,13,464,680
1,,352,241,1343,13,44,286
1,,517,157,1296,13,1386,680
1,65482760.0,374,206,1071,8,1499,680
1,42620545.0,271,129,600,8,602,444
1,55872369.0,461,140,1219,8,2070,680
1,,281,183,33,13,1391,442
1,88355597.0,94,133,1376,13,1108,680
1,,358,158,95,6,230,442
0,25403266.0,102,183,839,8,1795,680
1,35376783.0,429,132,1296,8,2098,680
1,,403,206,969,8,562,547
1,89110142.0,271,30,231,8,1109,632
0,,372,185,1296,8,1861,95
1,161187369.0,447,222,133,13,111,277
1,189820654.0,209,173,733,8,2213,680
1,,120,158,103,6,322,635
1,27055728.0,204,133,620,8,517,680
0,,129,183,773,13,695,294
1,307365047.0,175,76,1296,13,1215,680
1,,463,57,1296,13,1209,209
1,,271,206,971,13,631,705
1,10740863.0,193,183,819,8,1324,680
1,61703256.0,219,214,1114,8,1887,680
1,229703944.0,186,183,784,13,824,680
1,311442397.0,271,183,849,13,1352,680
1,,271,206,1049,13,303,680
1,215883858.0,204,214,1114,13,998,104
1,,463,241,1343,13,126,125
1,316440992.0,245,1,1296,8,597,504
1,27252376.0,303,253,178,8,1886,466
1,201190706.0,229,8,1296,13,1112,424
1,14770385.0,271,7,153,8,660,164
1,76082477.0,132,203,931,8,950,680
1,,293,206,1059,8,739,680
1,,94,206,974,8,637,680
1,62350529.0,95,32,1287,15,155,680
1,,429,1,1296,13,2226,442
1,32126906.0,172,252,1196,8,1495,354
1,2.5215879050633884e+20,281,198,905,13,282,440
1,10651038.0,413,241,1171,8,1595,155
1,,219,8,1296,13,2226,30
1,98125303.0,23,273,1262,8,1317,680
1,,449,206,1514,13,345,680
1,,421,95,440,8,1580,305
1,37044977.0,276,273,1245,8,80,43
1,,271,38,532,8,1988,680
0,4306781.0,386,32,1312,13,357,384
1,32778654.0,281,199,912,13,462,399
1,15567435.0,281,136,1296,13,956,680
1,,268,206,948,8,2077,16
0,,306,13,187,13,1514,680
1,,172,206,948,8,870,680
1,52554337.0,219,201,1296,13,1201,695
1,98199521.0,429,273,1258,8,1692,680
1,,281,95,549,8,1468,680
1,,333,1,1445,13,2226,442
1,,292,38,501,8,1485,134
1,,523,159,1296,13,925,432
1,32121114.0,462,174,102,6,2194,1
1,317280607.0,15,274,1282,8,1253,497
1,87722913.0,24,88,1329,23,163,15
1,,511,250,1124,8,1612,498
1,6.56145858108223e+20,244,71,312,13,1360,680
1,27993470.0,32,203,939,8,1351,366
1,48783388.0,54,90,424,13,487,16
0,89108747.0,270,223,116,6,881,24
1,,54,160,719,8,1462,237
1,20202326.0,542,51,1457,8,1747,680
1,,378,38,540,8,1641,542
1,56763727.0,389,183,850,8,1628,23
1,,280,38,528,8,1934,680
1,,455,95,460,8,755,510
1,40237268.0,423,183,816,8,1296,689
1,54273341.0,12,265,1296,8,2140,415
1,81467017.0,151,206,1437,8,705,697
1,,94,206,948,8,1571,16
1,107863460.0,73,95,1296,8,1500,680
1,90275809.0,176,59,364,8,1961,396
0,42778702.0,395,8,47,13,539,707
1,43700891.0,222,241,1175,8,1681,240
1,,553,32,1308,13,266,680
1,2.201550428563724e+20,561,119,568,8,1590,458
1,,206,38,1423,8,1384,163
1,29960455.0,238,206,1235,8,604,44
1,1632159.0,365,159,714,8,980,61
1,,94,206,948,13,592,444
1,34798639.0,346,261,1220,8,197,736
1,25460170.0,236,199,914,8,916,336
1,,140,38,298,8,1915,680
1,315999183.0,518,200,1296,13,856,146
0,218527845.0,130,116,119,6,555,80
1,307397053.0,94,76,391,8,1674,656
1,,389,38,287,13,1649,477
1,,271,206,1066,8,1881,656
1,90372526.0,244,95,443,8,828,36
0,5056677.0,43,203,936,4,1079,343
1,68945166.0,271,273,1262,8,1976,526
1,48316645.0,463,1,1079,8,1656,680
1,,481,168,1296,8,2180,320
1,88965613.0,38,132,606,8,1932,444
1,,429,1,1296,13,2226,442
1,,244,183,55,13,796,442
1,24484765.0,463,206,1007,8,1009,407
1,77189031.0,280,1,157,8,912,373
1,916335.0,38,30,1296,13,670,727
1,89116677.0,151,183,250,13,141,680
1,,222,164,1296,8,2018,54
1,89315438.0,417,146,98,6,335,680
1,90107906.0,204,206,990,13,791,16
1,34031062.0,396,165,722,8,1628,442
1,,365,206,868,8,1973,680
1,61025288.0,94,273,1266,8,1048,259
1,,373,148,736,13,5,680
1,9838898.0,538,95,461,8,756,359
1,,463,133,1357,13,226,384
1,198839453.0,280,206,948,8,1188,708
1,,360,244,1178,8,2220,680
1,49261657.0,107,26,1109,8,169,488
1,39746279.0,365,211,1107,8,1049,656
1,173293961.0,186,206,995,8,829,707
1,,54,183,836,8,1662,680
1,71668317.0,209,30,1421,8,308,680
1,,273,265,626,13,59,642
1,26691413.0,81,212,1296,13,1054,690
1,,435,185,1296,6,1814,644
1,,172,8,1296,8,1214,427
1,90248741.0,389,123,596,8,1983,526
0,89692484.0,43,139,648,8,1885,545
1,,483,241,1168,8,1308,442
1,253706893.0,50,88,92,6,313,680
1,901098.0,561,183,848,13,215,680
1,,91,159,1296,8,1410,112
1,,222,206,948,8,1544,251
1,53707063.0,389,133,1452,13,1211,680
1,64131817.0,389,40,308,8,1734,259
1,,281,206,1525,8,858,36
1,89412657.0,352,206,948,8,434,185
1,17252685.0,94,30,223,8,1622,680
1,,463,206,948,8,1160,101
1,,555,206,948,8,590,680
1,,281,206,1017,8,1223,16
1,,439,231,1137,8,1878,695
1,27174189.0,449,97,1296,13,658,701
1,17489689.0,375,76,105,6,121,188
1,15202900.0,281,59,353,13,233,573
1,5.215570708932241e+19,23,102,1478,8,1444,198
0,77559394.0,323,84,1327,23,779,353
1,90209787.0,18,78,1466,13,947,614
1,52490636.0,190,30,1296,8,1432,436
1,96443904.0,245,183,844,8,2007,680
1,22984901.0,142,183,852,8,1639,680
1,1.7215710064227274e+20,429,132,602,8,1575,255
1,,389,38,292,8,1758,680
1,8235641.0,449,7,1087,8,897,442
1,,175,185,1538,8,1768,680
1,,281,95,440,8,1488,157
1,32383587.0,204,90,424,8,1591,435
1,,407,30,1334,13,85,680
1,,115,38,527,8,1948,680
1,,68,88,1296,13,401,187
1,,190,38,496,8,1347,680
1,89176429.0,389,274,1281,13,979,277
1,,281,183,1296,13,957,680
1,795812.0,326,59,90,6,669,442
1,219131149.0,355,88,1296,13,60,680
0,,6,177,1296,13,1185,146
0,304911916.0,43,32,69,7,160,655
0,,188,42,567,8,1981,36
1,76335133.0,350,236,657,8,2025,326
1,90214679.0,429,151,699,8,1570,680
1,,271,38,493,8,1469,487
1,,449,13,172,8,1320,272
1,72465443.0,264,30,235,8,1566,384
1,,192,95,464,8,1154,277
1,13114095.0,219,183,845,8,2023,625
1,,245,8,1296,13,327,680
1,30936473.0,245,206,983,13,736,680
0,14803487.0,383,273,1262,8,845,444
1,,81,185,1131,13,1663,690
1,235970140.0,96,136,631,8,2118,680
0,95565708.0,382,79,43,6,716,384
1,44227752.0,186,107,490,13,1276,418
1,13090984.0,389,117,566,8,1032,680
1,,449,193,882,8,1047,603
1,61216836.0,481,263,1144,8,2161,680
1,75248365.0,308,206,1040,8,1870,384
1,,271,47,326,8,1872,335
1,,429,38,526,8,1826,77
1,197238176.0,54,198,468,13,593,71
1,,291,38,517,8,1721,680
1,,257,46,324,8,2188,680
1,,473,38,283,8,1555,680
1,,271,159,1296,13,783,369
1,5015944.0,124,151,99,6,84,187
1,,491,13,163,13,420,149
1,66132493.0,364,200,928,8,1968,146
1,,343,8,2,13,119,707
1,90374895.0,403,206,1041,8,2046,680
1,,428,39,1296,8,1452,442
1,,281,250,1291,13,1683,397
1,,206,199,1369,13,390,680
1,64047669.0,396,206,1056,8,1696,680
1,,273,272,1244,13,1474,270
1,67346376.0,396,183,859,8,1527,535
1,,429,8,1296,13,2226,680
1,19116331.0,11,105,487,8,1302,410
1,43203480.0,355,1,350,8,657,680
1,,151,250,327,8,1484,680
0,,387,32,1319,18,794,105
1,90305142.0,365,88,1296,13,343,680
0,,42,244,202,13,1269,285
1,269057.0,273,119,1296,13,391,211
1,,561,206,1032,8,2001,680
1,307385399.0,303,146,672,8,949,573
1,15622437.0,268,13,163,13,1415,142
1,21484688.0,222,145,1268,8,2092,231
1,,158,98,475,8,1978,573
0,57447030.0,398,76,386,8,1723,435
1,107055494.0,365,240,1149,8,1261,680
1,74121594.0,265,183,764,8,337,556
1,,265,248,1296,13,781,95
1,90359639.0,281,182,1296,8,636,584
1,88687038.0,409,206,1290,8,874,734
1,,281,206,948,13,612,122
1,,206,159,1296,13,732,495
1,234462005.0,487,25,910,8,1713,680
1,,209,206,948,8,472,680
1,,159,38,262,8,1626,16
1,7.061621812734082e+20,365,76,1296,13,1364,615
1,,89,157,1296,13,537,680
1,,219,8,1296,13,2226,442
0,,218,123,1416,8,2171,61
1,89060940.0,449,1,1082,8,1330,486
1,305433808.0,38,183,798,13,1003,680
1,,115,38,512,8,1684,680
1,59148930.0,115,198,1113,8,820,700
1,204954344.0,555,90,429,8,1383,488
1,307443816.0,88,185,639,8,1800,680
1,46781809.0,517,273,1270,8,451,573
0,,233,8,1296,13,336,680
1,,365,206,948,13,837,414
1,102009449.0,516,265,1413,13,2147,680
1,,486,8,410,8,2114,364
0,61590101.0,335,211,561,7,2063,681
1,88101162.0,461,208,1077,8,2126,553
1,35214699.0,21,59,352,8,813,384
1,3.422161030922824e+21,271,136,636,8,541,680
1,34832889.0,38,119,568,13,251,134
1,5.514506709956663e+19,244,206,110,6,276,573
1,,292,159,1296,13,1092,537
1,,174,185,867,8,1822,556
1,32048047.0,487,192,879,8,992,674
1,71789683.0,357,51,1335,6,473,276
1,,441,220,1296,8,1685,680
1,,271,8,1360,13,252,232
1,66604785.0,136,133,1296,13,11,488
1,170537023.0,505,183,748,13,101,189
1,11608165.0,365,183,767,13,383,680
1,74118438.0,509,76,386,8,2029,680
1,90373030.0,94,159,1296,8,294,680
1,88909164.0,94,193,882,8,1233,680
1,,14,159,1296,13,686,67
1,316737149.0,365,102,81,8,1146,653
1,8584545.0,94,216,1121,8,1489,17
1,90364313.0,245,193,882,13,395,250
1,,94,206,948,8,352,680
1,56875916.0,273,76,1241,13,138,680
1,311242268.0,94,41,918,8,1917,362
1,,429,30,236,13,1248,680
1,,340,183,807,13,1103,530
1,47539920.0,429,258,1367,6,339,377
1,,409,206,948,6,483,458
1,27332306.0,365,76,403,8,1285,680
1,,281,206,948,8,777,44
0,,302,170,1497,13,1820,403
1,107075841.0,281,132,614,8,883,440
1,304912779.0,352,206,948,8,557,473
1,99037346.0,54,63,322,13,467,384
1,,463,95,1296,13,1921,33
1,55787593.0,204,109,557,8,1061,264
1,45205907.0,538,136,637,8,799,398
1,,555,183,1296,13,963,680
1,96440551.0,175,183,781,13,787,680
1,90364439.0,91,186,904,8,896,384
1,,219,67,1073,8,1288,641
1,9962741.0,128,206,409,8,476,398
1,76350953.0,271,98,345,8,1832,680
1,,68,159,1296,13,1158,467
1,5799792.0,561,1,1083,8,242,680
1,311362547.0,365,59,1381,8,1212,95
1,,389,30,1296,13,1431,680
1,,479,8,1538,8,1912,680
1,,555,250,1536,8,1303,119
1,,480,38,262,8,1868,680
1,90265721.0,219,66,1296,13,919,684
1,,11,206,1020,8,1293,475
1,33892592.0,14,273,145,8,1039,680
1,,186,8,1296,8,1341,680
1,58920005.0,439,51,337,8,988,680
1,96018264.0,215,241,131,13,241,680
1,,192,38,1338,13,1271,276
1,308271362.0,429,35,1296,13,2137,680
1,,314,159,100,6,491,10
1,,332,90,1296,13,1798,311
1,5537939.0,405,5,79,4,2041,540
1,,429,8,1296,13,369,680
1,,337,206,948,8,1772,379
1,90352575.0,555,199,1405,8,1919,227
1,59166480.0,267,193,888,8,1144,13
1,38091498.0,54,183,834,8,1594,680
1,74760355.0,291,132,1489,8,701,695
1,,464,8,1296,13,90,680
1,7.90115003300911e+21,219,168,1296,13,117,680
1,7.590159478173928e+21,94,132,603,8,1382,384
1,,429,1,1296,13,2226,442
1,,94,206,948,8,502,192
1,52500958.0,538,261,1222,8,1659,703
1,20057808.0,450,193,893,8,795,646
1,59357059.0,281,183,864,13,1150,680
1,226744800.0,158,183,778,13,733,680
1,50116097.0,18,95,440,13,738,593
1,,172,250,327,8,1407,680
1,,546,20,1192,8,2033,662
1,,463,193,883,13,298,317
1,2.011590328659012e+20,94,30,1296,13,278,586
0,59877950.0,381,187,1346,8,438,127
1,,281,38,264,8,1290,680
1,,94,38,1298,13,1210,680
1,88822262.0,234,273,1246,8,243,264
1,,94,38,499,13,1471,48
1,,365,206,957,13,440,680
1,,54,38,508,8,1610,608
1,,281,206,948,8,595,277
1,56883116.0,365,241,1160,13,922,680
1,304782229.0,538,241,1343,13,68,277
1,,219,8,1538,8,1938,435
1,,365,8,1538,8,1773,638
1,9885371.0,219,49,332,8,2015,680
1,,18,35,1296,8,827,680
1,,281,206,948,13,601,98
1,,23,226,1105,13,2105,680
1,,98,8,1309,13,246,462
1,9569860.0,175,13,163,13,861,602
1,,245,128,1296,13,969,198
1,,212,6,1296,8,2181,667
1,,237,206,1514,13,2,442
1,41930276.0,517,2,139,8,1186,574
1,,219,157,1296,8,1117,384
1,,94,38,511,8,1666,47
1,304914244.0,271,44,1102,8,518,680
1,88936025.0,467,186,909,8,921,565
1,5030932.0,271,203,931,8,893,146
1,,281,8,1538,8,1875,287
1,,563,8,1538,8,1850,680
1,,115,206,1051,13,412,680
1,277546849.0,460,195,1234,8,2143,717
1,,293,132,602,8,1355,680
1,3.411492941520805e+20,463,183,1340,13,1199,566
1,96039659.0,500,196,256,8,2186,328
1,311242139.0,48,187,1130,8,1690,697
1,,449,159,1296,13,588,732
1,12485058.0,199,203,943,8,2129,675
1,90219172.0,444,206,968,8,558,680
0,2.750153954894306e+21,302,4,1545,8,1312,483
1,,14,159,203,13,1404,444
1,3.1115947404792765e+20,94,183,1296,13,171,550
1,90214111.0,172,160,1380,13,1195,384
0,52499070.0,388,273,1245,8,1941,541
1,79158723.0,449,132,1296,13,2142,75
1,55241718.0,245,208,1120,8,725,600
1,69740223.0,338,273,1245,8,1661,680
1,88872286.0,275,193,892,8,692,470
1,49420491.0,273,177,745,13,935,441
1,95693580.0,283,241,144,13,271,36
1,81828460.0,423,30,232,8,1526,285
0,,270,206,1049,8,2160,680
1,,38,159,1296,13,433,202
1,95798480.0,115,183,752,13,42,573
1,,501,183,1296,13,1383,141
1,35621087.0,561,183,862,13,825,680
1,88848799.0,561,133,623,8,1052,20
1,37712122.0,81,30,223,8,162,680
1,,365,206,948,8,640,36
1,,212,185,1538,8,1510,680
1,,219,38,493,8,1851,680
1,,462,0,0,13,16,276
1,90371888.0,303,95,463,13,324,680
1,,291,1,1296,13,2226,442
1,,271,171,730,13,1101,680
1,,28,206,950,8,317,680
1,81924072.0,271,198,1355,13,210,71
1,,429,8,1309,13,223,561
1,,273,206,1045,8,514,615
0,207329829.0,278,92,1474,8,631,256
1,7810983.0,352,168,386,8,1473,680
1,,222,8,1538,8,1914,384
1,37199611.0,33,76,386,13,136,384
1,,94,206,948,8,397,680
1,,389,183,1296,13,1747,680
1,84500896.0,64,90,424,8,1147,556
1,107640575.0,281,30,239,8,1012,129
1,93340709.0,126,263,1233,8,1954,479
1,,429,209,330,13,2226,442
1,23982769.0,510,250,1125,8,1883,160
1,29609352.0,38,199,923,8,591,221
1,,94,8,1363,13,254,539
1,,281,76,1468,13,790,680
1,88682654.0,271,8,1296,13,82,363
1,,30,203,937,13,1127,680
1,39634828.0,365,13,167,8,1100,680
1,44442975.0,14,171,548,8,449,680
1,45042707.0,14,101,482,8,1294,508
1,,268,219,1533,8,1722,680
1,,193,185,1296,8,1882,40
1,,113,146,670,8,470,591
1,,429,1,1296,13,6,442
1,315524162.0,292,151,694,8,1364,335
1,69034656.0,28,199,1145,8,373,680
1,,389,183,853,8,1281,680
1,311215816.0,69,8,1404,8,1904,680
1,42011092.0,144,214,1118,8,2223,680
1,170694894.0,281,30,223,13,474,235
1,102737610.0,169,206,977,8,661,680
1,,58,62,1296,8,1784,335
0,80998814.0,382,263,1296,8,1801,680
1,,219,8,1430,8,283,277
1,167322716.0,268,198,1402,8,1895,484
1,25006251.0,272,255,1205,8,212,442
1,89106397.0,54,192,1296,8,407,560
1,296988780.0,322,32,78,13,99,442
0,23880083.0,104,177,1242,13,850,214
0,225979014.0,171,233,1331,13,629,306
1,7.187164661895903e+21,175,183,831,8,1558,277
0,2.4801490685703655e+21,99,13,188,13,497,485
1,307355424.0,365,206,1027,8,1614,680
0,69001921.0,164,192,876,8,2000,429
0,254414339.0,290,187,1212,13,1059,482
1,147349220.0,352,30,226,13,196,588
1,,16,8,1292,8,1394,442
1,,219,241,11,13,344,340
1,84505228.0,257,104,1296,8,2146,609
1,40310752.0,516,209,1296,8,2135,152
1,89185377.0,203,255,1206,8,830,680
1,,281,8,1425,13,209,680
1,56228948.0,117,158,77,7,101,0
1,,60,145,1296,8,1655,116
1,109384364.0,365,119,585,8,1748,680
1,37074789.0,429,159,14,13,459,728
1,,292,206,948,8,1465,200
1,,523,206,962,13,493,3
1,74664287.0,219,203,931,8,1172,544
1,,271,211,1296,15,1022,245
1,215266480.0,63,97,1393,8,1624,542
1,304913169.0,339,206,994,8,836,322
1,,281,98,479,8,1537,16
1,,429,183,32,13,1173,442
1,95741399.0,312,183,83,13,66,68
1,,126,1,1296,13,2226,442
1,,502,8,1296,8,2226,536
1,25029761.0,271,265,1296,13,532,680
1,54224057.0,219,151,1082,6,745,16
1,24866166.0,105,75,385,13,778,680
1,54223111.0,23,119,587,8,2132,556
1,,429,44,323,13,929,680
1,,463,208,1078,8,1708,375
1,32164351.0,499,90,425,8,887,54
1,25439621.0,429,76,400,13,1119,495
1,,38,13,165,13,975,389
1,45113274.0,222,183,838,8,1687,680
1,33111903.0,271,183,748,13,198,442
1,,543,38,521,8,1765,669
1,2.169161274819148e+21,389,273,1296,13,1855,175
1,76325174.0,364,76,1296,13,57,680
1,,268,146,670,8,611,680
1,,94,30,223,8,1942,680
1,37015055.0,61,273,931,8,920,38
1,188409217.0,303,273,1270,8,156,680
1,,268,206,948,8,378,513
1,306263717.0,75,30,237,8,416,680
1,81743943.0,16,87,313,8,1963,710
1,88019792.0,94,206,204,8,578,697
1,100214114.0,169,202,1261,8,61,680
1,,450,72,871,13,704,692
1,77836336.0,365,198,18,13,742,461
1,122143292.0,281,200,925,13,759,384
1,90372250.0,303,151,681,8,555,680
1,252633373.0,409,209,1093,8,932,554
1,18465972.0,271,209,1096,8,1733,495
1,,281,206,948,8,620,712
1,66543333.0,88,224,1176,8,2193,611
1,5713293.0,234,199,214,13,652,384
1,307369880.0,389,145,1296,8,1602,680
1,22935733.0,169,159,75,23,34,187
1,,309,196,898,8,1204,680
1,68017910.0,434,203,931,9,1774,449
1,88810181.0,40,119,586,8,1279,268
1,,467,248,1296,8,1357,573
1,90286296.0,91,8,1415,13,2150,680
1,72489480.0,219,183,774,13,706,222
1,,245,183,826,8,1483,680
1,307393176.0,271,115,1296,13,840,718
1,192872979.0,140,185,869,13,1929,680
1,,389,102,1479,8,2030,461
1,,429,39,1296,8,1424,680
1,,219,95,450,8,1710,536
1,2496259.0,271,34,247,8,2134,134
1,,33,248,1296,13,665,680
1,290441823.0,38,183,1296,13,334,680
1,,151,206,948,8,2202,680
1,87207735.0,190,145,1296,8,1691,680
1,256760927.0,271,132,604,8,1449,701
1,95795052.0,117,183,1500,6,81,434
1,2.154153596626852e+21,245,241,1167,8,1265,709
1,,301,95,465,8,1694,592
1,,33,132,607,8,1986,8
1,,429,185,1296,13,1918,680
1,,219,206,953,8,411,680
1,,344,206,948,8,610,95
1,90365246.0,507,206,1049,8,942,680
1,,271,8,1414,13,2144,298
0,,347,251,1195,8,1742,680
1,,429,8,1296,13,1072,384
1,,444,206,952,8,380,360
1,,219,183,1296,13,872,680
1,90362670.0,297,70,379,8,1366,288
1,,219,39,304,8,1461,609
1,,281,13,163,8,2085,556
1,,245,1,1296,13,2226,442
1,76659240.0,219,203,934,8,312,680
1,2.997151595769205e+21,193,13,180,8,1437,680
1,,94,206,958,8,450,444
1,,491,206,1002,8,907,325
1,39336018.0,303,30,1296,13,199,680
1,89999028.0,445,161,68,13,8,442
0,13934755.0,36,150,677,8,2064,680
1,,151,8,1296,13,526,680
1,1109220.0,94,95,452,13,775,680
1,73760125.0,211,158,1097,6,719,259
1,,539,95,314,13,1414,613
1,15203674.0,538,133,621,13,229,319
1,,91,183,804,13,1047,89
0,17223332.0,3,132,605,8,1572,680
1,,27,8,1296,13,419,473
0,,218,47,325,8,2013,214
1,90200315.0,206,268,1239,8,1562,351
1,59001060.0,94,136,1296,8,503,32
1,304915989.0,4,158,1098,8,1508,4
1,42065207.0,561,208,1080,8,507,113
1,,272,57,1459,13,89,616
0,50632372.0,83,206,1030,8,1806,680
1,1.437151247979944e+21,271,208,1296,13,642,245
1,2.2881558329409332e+21,114,241,45,13,1328,107
1,254679072.0,54,206,1058,8,444,143
1,90229719.0,94,28,219,8,1677,556
1,61684010.0,463,198,902,13,20,46
1,,409,206,946,8,1024,680
0,,200,8,1296,8,1502,444
0,85485037.0,429,8,1296,13,2226,305
1,252053988.0,21,203,936,8,1097,389
1,,273,206,948,13,564,92
1,34804766.0,429,119,1296,13,179,680
1,99183229.0,94,241,1166,8,1205,559
1,47034101.0,54,183,771,8,685,537
1,3.029159248133805e+21,449,258,1216,8,1520,705
1,,536,250,1296,8,1767,730
1,70397319.0,94,198,1371,13,453,601
1,,429,76,34,13,758,473
0,55064899.0,422,183,829,8,1559,365
1,20542733.0,463,183,856,8,241,75
1,21005891.0,33,11,162,8,2104,680
1,,224,146,1296,13,465,661
1,308698775.0,429,217,13,13,395,697
1,50518500.0,429,185,1296,13,1897,298
1,,355,30,36,13,161,69
1,307398736.0,219,206,631,8,1268,469
1,90237383.0,523,262,1296,13,1173,35
